vendor_id,tax_period,total_itc_claimed,itc_matched,itc_at_risk,leakage_percentage,aging_bucket
VND02110,2023-Q1,169461,142778,26683,15.75,60+
VND02205,2023-Q2,212955,50151,162804,76.45,31-60
VND01321,2023-Q3,346051,168521,177530,51.3,31-60
VND03838,2023-Q3,296091,69656,226435,76.47,31-60
VND01662,2023-Q2,257641,145197,112444,43.64,0-30
VND01013,2023-Q3,230652,66429,164223,71.2,31-60
VND01873,2023-Q3,343934,282623,61311,17.83,0-30
VND04149,2023-Q3,264383,49282,215101,81.36,60+
VND00588,2023-Q3,174119,92200,81919,47.05,60+
VND01823,2023-Q3,283302,201315,81987,28.94,60+
VND03053,2023-Q1,473972,445383,28589,6.03,31-60
VND04071,2023-Q2,424808,79185,345623,81.36,31-60
VND01307,2023-Q1,315972,303320,12652,4.0,0-30
VND04380,2023-Q3,483317,430117,53200,11.01,0-30
VND02946,2023-Q1,71898,31552,40346,56.12,0-30
VND00531,2023-Q1,403301,177422,225879,56.01,0-30
VND00319,2023-Q3,344718,173750,170968,49.6,60+
VND04728,2023-Q2,297672,169747,127925,42.98,31-60
VND00996,2023-Q3,300774,139808,160966,53.52,31-60
VND01794,2023-Q1,399131,190255,208876,52.33,0-30
VND03705,2023-Q3,302646,227978,74668,24.67,31-60
VND04930,2023-Q3,260204,198260,61944,23.81,60+
VND03721,2023-Q2,181156,123826,57330,31.65,60+
VND02219,2023-Q3,173927,42727,131200,75.43,31-60
VND04883,2023-Q2,238101,59012,179089,75.22,31-60
VND00724,2023-Q1,222846,176078,46768,20.99,31-60
VND04360,2023-Q2,436060,421042,15018,3.44,60+
VND00702,2023-Q2,333088,62469,270619,81.25,31-60
VND03813,2023-Q2,129095,30483,98612,76.39,31-60
VND02084,2023-Q1,494445,87071,407374,82.39,0-30
VND01528,2023-Q2,369507,120239,249268,67.46,60+
VND01941,2023-Q2,373764,94070,279694,74.83,31-60
VND02557,2023-Q2,339235,284735,54500,16.07,60+
VND03739,2023-Q3,198210,132932,65278,32.93,0-30
VND01666,2023-Q1,457495,47742,409753,89.56,31-60
VND00942,2023-Q2,490498,292070,198428,40.45,0-30
VND03419,2023-Q3,260905,170852,90053,34.52,0-30
VND03729,2023-Q3,98849,21958,76891,77.79,31-60
VND03959,2023-Q3,342784,150990,191794,55.95,60+
VND00705,2023-Q1,129217,81791,47426,36.7,60+
VND04278,2023-Q2,218853,42385,176468,80.63,0-30
VND01853,2023-Q1,197272,103480,93792,47.54,31-60
VND01493,2023-Q3,185017,170103,14914,8.06,31-60
VND04138,2023-Q3,405095,54223,350872,86.61,31-60
VND03160,2023-Q3,390874,141836,249038,63.71,60+
VND04568,2023-Q1,497473,38487,458986,92.26,31-60
VND01561,2023-Q1,239653,181451,58202,24.29,60+
VND04239,2023-Q1,55676,42036,13640,24.5,60+
VND02945,2023-Q3,228485,59118,169367,74.13,31-60
VND04307,2023-Q2,334971,257001,77970,23.28,0-30
VND04612,2023-Q1,319901,163759,156142,48.81,31-60
VND02979,2023-Q2,452909,38453,414456,91.51,60+
VND02574,2023-Q1,491323,360552,130771,26.62,60+
VND00172,2023-Q3,53832,25200,28632,53.19,60+
VND02580,2023-Q3,58530,33458,25072,42.84,31-60
VND03895,2023-Q2,204939,187545,17394,8.49,60+
VND04910,2023-Q2,459149,41832,417317,90.89,0-30
VND01642,2023-Q1,377968,73923,304045,80.44,0-30
VND01537,2023-Q3,312989,278161,34828,11.13,0-30
VND02805,2023-Q1,299182,136816,162366,54.27,0-30
VND04651,2023-Q3,202293,192067,10226,5.06,31-60
VND00108,2023-Q2,152055,103103,48952,32.19,60+
VND02542,2023-Q3,436131,32543,403588,92.54,0-30
VND03036,2023-Q3,403832,341447,62385,15.45,0-30
VND03522,2023-Q1,71304,47317,23987,33.64,0-30
VND04040,2023-Q3,64155,48285,15870,24.74,31-60
VND03917,2023-Q3,459915,147285,312630,67.98,31-60
VND02315,2023-Q1,286328,179551,106777,37.29,0-30
VND03025,2023-Q2,291472,109738,181734,62.35,60+
VND04135,2023-Q1,155526,54547,100979,64.93,0-30
VND03996,2023-Q1,119885,51496,68389,57.05,60+
VND03065,2023-Q3,218417,52446,165971,75.99,0-30
VND03960,2023-Q3,331881,189067,142814,43.03,31-60
VND03593,2023-Q3,476501,120610,355891,74.69,60+
VND00160,2023-Q3,82913,22372,60541,73.02,60+
VND01585,2023-Q2,245374,172303,73071,29.78,0-30
VND01630,2023-Q3,158426,29333,129093,81.48,0-30
VND03012,2023-Q1,86321,22166,64155,74.32,0-30
VND00250,2023-Q3,463348,160395,302953,65.38,0-30
VND01058,2023-Q1,52205,49026,3179,6.09,0-30
VND03885,2023-Q3,322330,307290,15040,4.67,31-60
VND00631,2023-Q1,54456,52111,2345,4.31,0-30
VND04848,2023-Q2,398522,242635,155887,39.12,0-30
VND02401,2023-Q2,375604,74051,301553,80.28,0-30
VND04427,2023-Q2,176714,44317,132397,74.92,60+
VND04004,2023-Q1,393069,330844,62225,15.83,60+
VND01975,2023-Q1,299654,161141,138513,46.22,0-30
VND02634,2023-Q2,488230,230323,257907,52.82,31-60
VND04010,2023-Q1,253556,175582,77974,30.75,60+
VND00793,2023-Q1,274469,133374,141095,51.41,60+
VND00481,2023-Q3,286942,47857,239085,83.32,0-30
VND03645,2023-Q1,210660,67458,143202,67.98,60+
VND03645,2023-Q1,409667,178712,230955,56.38,31-60
VND03107,2023-Q1,275365,122251,153114,55.6,0-30
VND01468,2023-Q1,185258,64474,120784,65.2,31-60
VND01904,2023-Q2,457901,365471,92430,20.19,0-30
VND02117,2023-Q3,189227,129081,60146,31.79,31-60
VND03700,2023-Q2,307203,41618,265585,86.45,31-60
VND03760,2023-Q2,58800,33799,25001,42.52,60+
VND04412,2023-Q3,110416,51935,58481,52.96,31-60
VND00831,2023-Q3,253854,60394,193460,76.21,31-60
VND00382,2023-Q1,131434,52983,78451,59.69,0-30
VND03070,2023-Q1,50700,21368,29332,57.85,0-30
VND04055,2023-Q1,466784,127739,339045,72.63,0-30
VND02054,2023-Q3,234488,141601,92887,39.61,31-60
VND04204,2023-Q3,440085,134908,305177,69.35,31-60
VND04450,2023-Q1,63751,38490,25261,39.62,0-30
VND01012,2023-Q2,264578,205860,58718,22.19,0-30
VND04561,2023-Q3,410855,255438,155417,37.83,0-30
VND00567,2023-Q1,301091,74092,226999,75.39,0-30
VND04834,2023-Q1,83002,26641,56361,67.9,0-30
VND03643,2023-Q1,118074,102164,15910,13.47,0-30
VND04425,2023-Q1,358951,124066,234885,65.44,0-30
VND01444,2023-Q1,466788,460948,5840,1.25,60+
VND03875,2023-Q3,402885,336995,65890,16.35,60+
VND04100,2023-Q1,70009,29157,40852,58.35,0-30
VND00755,2023-Q1,393902,74900,319002,80.99,31-60
VND00323,2023-Q2,186024,108740,77284,41.55,0-30
VND01978,2023-Q1,178482,64730,113752,63.73,0-30
VND02644,2023-Q3,324118,28194,295924,91.3,31-60
VND03496,2023-Q2,478233,41377,436856,91.35,60+
VND02890,2023-Q1,435237,402481,32756,7.53,60+
VND00212,2023-Q3,356459,27164,329295,92.38,0-30
VND02152,2023-Q3,440532,410231,30301,6.88,0-30
VND03020,2023-Q2,328575,69634,258941,78.81,60+
VND04795,2023-Q2,381741,228939,152802,40.03,60+
VND03412,2023-Q1,346551,282660,63891,18.44,31-60
VND04257,2023-Q1,442725,69462,373263,84.31,0-30
VND04423,2023-Q1,413225,403485,9740,2.36,31-60
VND01694,2023-Q2,265414,172905,92509,34.85,31-60
VND04904,2023-Q1,294686,200391,94295,32.0,31-60
VND03477,2023-Q3,457056,305112,151944,33.24,31-60
VND02701,2023-Q1,498748,423990,74758,14.99,31-60
VND01347,2023-Q1,496844,445954,50890,10.24,0-30
VND01345,2023-Q3,154435,114260,40175,26.01,60+
VND00688,2023-Q2,83839,57001,26838,32.01,31-60
VND03517,2023-Q1,222864,164263,58601,26.29,31-60
VND04659,2023-Q1,107851,58505,49346,45.75,60+
VND00107,2023-Q1,476385,303420,172965,36.31,31-60
VND02426,2023-Q2,60687,60160,527,0.87,60+
VND02982,2023-Q1,104872,29585,75287,71.79,60+
VND01946,2023-Q3,466976,82655,384321,82.3,0-30
VND02634,2023-Q3,335325,108444,226881,67.66,0-30
VND01978,2023-Q1,95748,60248,35500,37.08,60+
VND00438,2023-Q3,271933,127817,144116,53.0,0-30
VND00900,2023-Q3,109079,81890,27189,24.93,31-60
VND04535,2023-Q3,499129,155670,343459,68.81,0-30
VND03994,2023-Q2,466343,292012,174331,37.38,60+
VND03448,2023-Q2,119323,45166,74157,62.15,31-60
VND04044,2023-Q1,341111,201700,139411,40.87,31-60
VND00834,2023-Q2,406463,364505,41958,10.32,60+
VND04766,2023-Q1,317464,306856,10608,3.34,60+
VND01902,2023-Q2,237966,91188,146778,61.68,60+
VND01184,2023-Q1,108391,44804,63587,58.66,31-60
VND00674,2023-Q1,350334,237501,112833,32.21,0-30
VND02930,2023-Q1,215281,190698,24583,11.42,0-30
VND00249,2023-Q2,489663,180104,309559,63.22,60+
VND04008,2023-Q1,435234,56325,378909,87.06,31-60
VND03128,2023-Q1,468786,121002,347784,74.19,0-30
VND00156,2023-Q3,475328,151481,323847,68.13,31-60
VND00359,2023-Q1,296175,254659,41516,14.02,60+
VND03356,2023-Q2,210362,183851,26511,12.6,60+
VND02007,2023-Q2,342631,175238,167393,48.86,31-60
VND03925,2023-Q1,72155,60120,12035,16.68,60+
VND00993,2023-Q3,356295,233490,122805,34.47,31-60
VND03750,2023-Q2,180710,63072,117638,65.1,31-60
VND04853,2023-Q1,307405,158218,149187,48.53,60+
VND01037,2023-Q3,218391,141677,76714,35.13,60+
VND01157,2023-Q3,487096,400707,86389,17.74,0-30
VND01038,2023-Q2,138512,133807,4705,3.4,60+
VND03592,2023-Q1,356017,220954,135063,37.94,31-60
VND01949,2023-Q2,57893,31075,26818,46.32,60+
VND03881,2023-Q1,241368,231278,10090,4.18,31-60
VND00128,2023-Q3,89727,80901,8826,9.84,0-30
VND00847,2023-Q2,61058,23004,38054,62.32,60+
VND01282,2023-Q1,137188,99775,37413,27.27,0-30
VND01222,2023-Q3,384295,260942,123353,32.1,0-30
VND04778,2023-Q3,309641,110335,199306,64.37,60+
VND00378,2023-Q2,405506,62034,343472,84.7,31-60
VND01336,2023-Q3,245244,47562,197682,80.61,0-30
VND01917,2023-Q1,495247,322103,173144,34.96,0-30
VND03768,2023-Q2,162623,76033,86590,53.25,31-60
VND02717,2023-Q3,259831,197950,61881,23.82,0-30
VND04753,2023-Q1,305189,148326,156863,51.4,31-60
VND02597,2023-Q1,489310,192523,296787,60.65,0-30
VND00144,2023-Q2,259466,246846,12620,4.86,60+
VND04798,2023-Q1,336103,129585,206518,61.44,31-60
VND01044,2023-Q1,497804,396750,101054,20.3,60+
VND02894,2023-Q3,171259,157236,14023,8.19,31-60
VND02097,2023-Q2,247794,240545,7249,2.93,60+
VND03994,2023-Q2,350481,306174,44307,12.64,60+
VND00585,2023-Q2,403640,214108,189532,46.96,60+
VND04864,2023-Q3,493306,46271,447035,90.62,31-60
VND02644,2023-Q1,330706,163702,167004,50.5,31-60
VND00410,2023-Q1,387172,329706,57466,14.84,60+
VND01873,2023-Q3,126622,62227,64395,50.86,60+
VND00637,2023-Q3,141693,41797,99896,70.5,60+
VND01067,2023-Q2,111159,20690,90469,81.39,31-60
VND04494,2023-Q2,432160,81003,351157,81.26,0-30
VND01477,2023-Q1,364501,127115,237386,65.13,60+
VND02167,2023-Q3,486144,270867,215277,44.28,0-30
VND02843,2023-Q3,138161,40912,97249,70.39,31-60
VND00438,2023-Q2,168211,67040,101171,60.15,60+
VND03485,2023-Q1,68413,22197,46216,67.55,31-60
VND02447,2023-Q1,290662,161960,128702,44.28,60+
VND02369,2023-Q2,354262,282999,71263,20.12,60+
VND03665,2023-Q2,465192,98351,366841,78.86,60+
VND02201,2023-Q1,289884,152534,137350,47.38,31-60
VND00149,2023-Q1,282787,141453,141334,49.98,60+
VND04531,2023-Q3,180042,130845,49197,27.33,60+
VND00201,2023-Q2,397260,54491,342769,86.28,0-30
VND01879,2023-Q3,172037,134074,37963,22.07,60+
VND03511,2023-Q2,240068,155429,84639,35.26,31-60
VND04594,2023-Q1,335652,255047,80605,24.01,31-60
VND00613,2023-Q2,195850,195361,489,0.25,31-60
VND01914,2023-Q3,102510,75380,27130,26.47,31-60
VND04338,2023-Q3,339666,239924,99742,29.36,0-30
VND03507,2023-Q2,262513,206679,55834,21.27,31-60
VND04884,2023-Q2,399294,218967,180327,45.16,0-30
VND02439,2023-Q1,188712,95566,93146,49.36,60+
VND00154,2023-Q3,81074,40310,40764,50.28,60+
VND02002,2023-Q3,412079,109833,302246,73.35,31-60
VND04394,2023-Q3,53299,46689,6610,12.4,0-30
VND04267,2023-Q2,53874,30060,23814,44.2,0-30
VND03205,2023-Q2,301767,258587,43180,14.31,60+
VND00065,2023-Q3,293866,194043,99823,33.97,0-30
VND02265,2023-Q2,82644,30251,52393,63.4,31-60
VND03553,2023-Q3,428571,134626,293945,68.59,31-60
VND03355,2023-Q1,145466,141039,4427,3.04,31-60
VND03593,2023-Q3,108693,56065,52628,48.42,0-30
VND01698,2023-Q2,243149,147249,95900,39.44,60+
VND03879,2023-Q3,423656,261365,162291,38.31,60+
VND04141,2023-Q3,80461,31549,48912,60.79,31-60
VND01350,2023-Q3,126402,39234,87168,68.96,0-30
VND04689,2023-Q1,358802,332263,26539,7.4,60+
VND01387,2023-Q3,376828,128365,248463,65.94,0-30
VND04353,2023-Q3,84049,28517,55532,66.07,31-60
VND03212,2023-Q2,445868,261000,184868,41.46,31-60
VND03836,2023-Q2,257822,219833,37989,14.73,31-60
VND00097,2023-Q3,465182,240964,224218,48.2,0-30
VND02748,2023-Q1,352316,232149,120167,34.11,60+
VND03660,2023-Q1,254602,71828,182774,71.79,0-30
VND03506,2023-Q2,385739,75288,310451,80.48,60+
VND03497,2023-Q1,292876,160703,132173,45.13,60+
VND00005,2023-Q3,258945,64322,194623,75.16,60+
VND01782,2023-Q1,289526,177049,112477,38.85,31-60
VND03617,2023-Q2,336983,24391,312592,92.76,31-60
VND02947,2023-Q2,470970,51271,419699,89.11,31-60
VND00939,2023-Q2,449222,316069,133153,29.64,0-30
VND04760,2023-Q3,110131,42258,67873,61.63,0-30
VND03318,2023-Q3,224625,122761,101864,45.35,31-60
VND03912,2023-Q3,159178,45817,113361,71.22,0-30
VND04906,2023-Q1,445237,218446,226791,50.94,60+
VND02022,2023-Q3,464880,253705,211175,45.43,60+
VND03624,2023-Q3,182624,77189,105435,57.73,60+
VND00736,2023-Q1,150409,59571,90838,60.39,0-30
VND01155,2023-Q1,382059,298127,83932,21.97,0-30
VND03100,2023-Q3,157437,142724,14713,9.35,0-30
VND02992,2023-Q2,349819,102864,246955,70.6,0-30
VND03625,2023-Q3,70917,43168,27749,39.13,0-30
VND03587,2023-Q2,146324,133901,12423,8.49,60+
VND01798,2023-Q1,433558,332649,100909,23.27,0-30
VND01992,2023-Q3,400305,195762,204543,51.1,0-30
VND01191,2023-Q3,471978,47729,424249,89.89,60+
VND02897,2023-Q3,100323,58883,41440,41.31,31-60
VND04475,2023-Q2,85754,23708,62046,72.35,31-60
VND03778,2023-Q1,365897,53100,312797,85.49,60+
VND04410,2023-Q3,241712,236390,5322,2.2,31-60
VND01243,2023-Q3,269768,185047,84721,31.41,60+
VND02549,2023-Q2,430754,418051,12703,2.95,0-30
VND02921,2023-Q2,353480,82834,270646,76.57,31-60
VND01971,2023-Q2,298480,41109,257371,86.23,0-30
VND02894,2023-Q2,181732,113021,68711,37.81,60+
VND03543,2023-Q3,135609,27596,108013,79.65,31-60
VND01211,2023-Q3,124950,103744,21206,16.97,60+
VND02109,2023-Q3,362478,337410,25068,6.92,31-60
VND00019,2023-Q1,139776,86282,53494,38.27,60+
VND02180,2023-Q1,281985,74484,207501,73.59,31-60
VND03464,2023-Q3,416119,127768,288351,69.3,60+
VND00919,2023-Q2,247076,70426,176650,71.5,0-30
VND02792,2023-Q2,244533,85485,159048,65.04,31-60
VND03900,2023-Q1,348718,323345,25373,7.28,60+
VND04763,2023-Q2,473149,427183,45966,9.71,31-60
VND01693,2023-Q2,436220,50130,386090,88.51,31-60
VND04662,2023-Q2,150262,100610,49652,33.04,0-30
VND04712,2023-Q1,265830,136653,129177,48.59,0-30
VND04029,2023-Q2,138125,131793,6332,4.58,31-60
VND00535,2023-Q1,498459,321714,176745,35.46,0-30
VND02282,2023-Q2,279827,188690,91137,32.57,0-30
VND01587,2023-Q1,93493,42560,50933,54.48,0-30
VND02190,2023-Q1,292694,45734,246960,84.37,31-60
VND01555,2023-Q2,106127,104716,1411,1.33,0-30
VND01569,2023-Q2,189368,27055,162313,85.71,60+
VND04211,2023-Q3,351121,307934,43187,12.3,31-60
VND04680,2023-Q3,254174,201160,53014,20.86,60+
VND03376,2023-Q1,417975,367881,50094,11.98,60+
VND00730,2023-Q2,471713,444375,27338,5.8,31-60
VND01656,2023-Q3,370560,101127,269433,72.71,0-30
VND02686,2023-Q3,354877,32935,321942,90.72,31-60
VND03089,2023-Q2,321215,276127,45088,14.04,60+
VND02096,2023-Q1,143249,37097,106152,74.1,31-60
VND03849,2023-Q3,265252,205904,59348,22.37,0-30
VND03343,2023-Q1,461668,294309,167359,36.25,31-60
VND04465,2023-Q3,131379,70907,60472,46.03,0-30
VND00764,2023-Q1,337561,146480,191081,56.61,31-60
VND00125,2023-Q3,137316,43129,94187,68.59,31-60
VND00753,2023-Q2,450835,209204,241631,53.6,31-60
VND01401,2023-Q2,79172,65833,13339,16.85,31-60
VND02599,2023-Q1,285950,151058,134892,47.17,0-30
VND02211,2023-Q2,66604,54240,12364,18.56,60+
VND01522,2023-Q3,316695,275693,41002,12.95,60+
VND02504,2023-Q3,219214,52148,167066,76.21,31-60
VND01752,2023-Q2,217794,162094,55700,25.57,60+
VND01869,2023-Q2,120355,63634,56721,47.13,31-60
VND00812,2023-Q2,435245,61345,373900,85.91,31-60
VND03632,2023-Q2,75326,21144,54182,71.93,31-60
VND00473,2023-Q3,78078,24829,53249,68.2,60+
VND02132,2023-Q1,177032,141098,35934,20.3,31-60
VND01457,2023-Q2,420572,35146,385426,91.64,0-30
VND02863,2023-Q1,280377,264240,16137,5.76,60+
VND03514,2023-Q2,140095,117963,22132,15.8,60+
VND01154,2023-Q1,449396,386292,63104,14.04,60+
VND03823,2023-Q3,93171,58011,35160,37.74,31-60
VND03943,2023-Q1,76731,41701,35030,45.65,31-60
VND03039,2023-Q2,300513,192677,107836,35.88,0-30
VND00420,2023-Q1,286461,47348,239113,83.47,60+
VND00203,2023-Q3,231293,124393,106900,46.22,31-60
VND03418,2023-Q3,62223,37564,24659,39.63,0-30
VND02374,2023-Q1,306510,236655,69855,22.79,31-60
VND00956,2023-Q2,352058,161984,190074,53.99,60+
VND02333,2023-Q2,122957,36675,86282,70.17,60+
VND04659,2023-Q2,246364,147947,98417,39.95,31-60
VND02479,2023-Q1,290404,258412,31992,11.02,60+
VND04161,2023-Q2,192032,124880,67152,34.97,31-60
VND04596,2023-Q1,403328,366289,37039,9.18,60+
VND00845,2023-Q1,86121,61919,24202,28.1,31-60
VND04442,2023-Q2,384223,321704,62519,16.27,31-60
VND01598,2023-Q2,62910,20978,41932,66.65,31-60
VND04576,2023-Q3,495054,22650,472404,95.42,0-30
VND04526,2023-Q2,243054,242472,582,0.24,31-60
VND01739,2023-Q2,457465,31216,426249,93.18,31-60
VND02167,2023-Q2,174048,166968,7080,4.07,31-60
VND02462,2023-Q1,139087,61411,77676,55.85,60+
VND00151,2023-Q2,357687,175757,181930,50.86,0-30
VND01606,2023-Q3,460250,128941,331309,71.98,0-30
VND03483,2023-Q1,135634,30041,105593,77.85,60+
VND03682,2023-Q3,241696,74210,167486,69.3,60+
VND00390,2023-Q2,100037,73208,26829,26.82,60+
VND01229,2023-Q2,428390,57042,371348,86.68,31-60
VND00314,2023-Q3,228149,213343,14806,6.49,0-30
VND00728,2023-Q3,458663,371172,87491,19.08,31-60
VND02671,2023-Q3,353701,259478,94223,26.64,31-60
VND00279,2023-Q2,242376,40862,201514,83.14,31-60
VND04403,2023-Q1,284581,138122,146459,51.46,31-60
VND00773,2023-Q3,161225,117842,43383,26.91,0-30
VND03688,2023-Q1,127785,58529,69256,54.2,0-30
VND01161,2023-Q3,297400,199024,98376,33.08,60+
VND00094,2023-Q3,222114,211717,10397,4.68,0-30
VND04812,2023-Q3,463956,187287,276669,59.63,31-60
VND03907,2023-Q3,368987,257360,111627,30.25,31-60
VND00354,2023-Q3,476044,26810,449234,94.37,0-30
VND01627,2023-Q1,379718,71683,308035,81.12,0-30
VND01281,2023-Q1,473816,334044,139772,29.5,31-60
VND04924,2023-Q2,255409,75697,179712,70.36,60+
VND03779,2023-Q2,434870,28539,406331,93.44,0-30
VND04505,2023-Q1,105584,77004,28580,27.07,0-30
VND03381,2023-Q3,472977,96909,376068,79.51,60+
VND02965,2023-Q2,497173,476903,20270,4.08,60+
VND00873,2023-Q2,372472,331823,40649,10.91,0-30
VND03879,2023-Q2,198570,113781,84789,42.7,31-60
VND02375,2023-Q1,457299,81915,375384,82.09,60+
VND02592,2023-Q3,93621,85753,7868,8.4,0-30
VND01669,2023-Q1,427911,294821,133090,31.1,60+
VND03162,2023-Q2,134132,46376,87756,65.43,31-60
VND01597,2023-Q1,76570,44458,32112,41.94,31-60
VND00819,2023-Q1,244794,203262,41532,16.97,60+
VND00904,2023-Q1,88415,69907,18508,20.93,0-30
VND04232,2023-Q2,234249,189077,45172,19.28,31-60
VND02874,2023-Q3,175470,73534,101936,58.09,31-60
VND00801,2023-Q2,328701,265748,62953,19.15,31-60
VND04639,2023-Q1,133564,55993,77571,58.08,60+
VND02358,2023-Q1,298896,253782,45114,15.09,60+
VND00733,2023-Q2,178735,55630,123105,68.88,31-60
VND01374,2023-Q2,301718,207938,93780,31.08,60+
VND04245,2023-Q2,317995,154581,163414,51.39,31-60
VND04858,2023-Q3,236414,20022,216392,91.53,0-30
VND01525,2023-Q2,232392,157598,74794,32.18,60+
VND04190,2023-Q3,210141,62240,147901,70.38,0-30
VND00312,2023-Q2,101368,79698,21670,21.38,31-60
VND02846,2023-Q1,422841,106817,316024,74.74,0-30
VND01881,2023-Q3,473861,48077,425784,89.85,60+
VND03016,2023-Q2,260440,226412,34028,13.07,31-60
VND00981,2023-Q1,262900,257833,5067,1.93,31-60
VND02772,2023-Q1,479087,285661,193426,40.37,31-60
VND03781,2023-Q1,309570,38663,270907,87.51,60+
VND02000,2023-Q1,227381,64292,163089,71.72,0-30
VND01794,2023-Q2,473589,142395,331194,69.93,31-60
VND02614,2023-Q3,81492,57549,23943,29.38,0-30
VND02175,2023-Q3,272138,48316,223822,82.25,60+
VND01825,2023-Q2,383517,136799,246718,64.33,60+
VND02300,2023-Q3,382315,76634,305681,79.96,60+
VND00111,2023-Q2,215806,184239,31567,14.63,60+
VND00286,2023-Q2,230327,171047,59280,25.74,0-30
VND04554,2023-Q2,457410,320766,136644,29.87,60+
VND04975,2023-Q3,238015,159792,78223,32.86,60+
VND01974,2023-Q2,466284,334936,131348,28.17,0-30
VND03666,2023-Q3,484145,143798,340347,70.3,31-60
VND00968,2023-Q1,78144,52662,25482,32.61,31-60
VND01020,2023-Q3,490804,441985,48819,9.95,60+
VND01276,2023-Q1,202091,180966,21125,10.45,60+
VND02716,2023-Q2,384481,68578,315903,82.16,60+
VND01970,2023-Q3,141521,82947,58574,41.39,60+
VND00045,2023-Q3,170244,144512,25732,15.11,60+
VND02136,2023-Q3,448608,400438,48170,10.74,0-30
VND00507,2023-Q1,54061,36217,17844,33.01,31-60
VND04653,2023-Q1,431992,125717,306275,70.9,0-30
VND01254,2023-Q1,301862,297917,3945,1.31,31-60
VND02596,2023-Q3,432758,389517,43241,9.99,0-30
VND04516,2023-Q2,315345,68552,246793,78.26,60+
VND03615,2023-Q3,356713,125958,230755,64.69,0-30
VND01182,2023-Q2,390078,323142,66936,17.16,31-60
VND01641,2023-Q1,349486,104500,244986,70.1,0-30
VND00870,2023-Q1,473769,417071,56698,11.97,0-30
VND02870,2023-Q3,291882,271701,20181,6.91,60+
VND00967,2023-Q2,126342,85728,40614,32.15,31-60
VND00555,2023-Q1,82959,42076,40883,49.28,60+
VND03256,2023-Q2,184061,156755,27306,14.84,60+
VND00218,2023-Q2,370535,138386,232149,62.65,60+
VND02573,2023-Q3,92292,33515,58777,63.69,0-30
VND01605,2023-Q3,422958,259475,163483,38.65,60+
VND03805,2023-Q3,474445,56390,418055,88.11,31-60
VND00499,2023-Q2,393265,366489,26776,6.81,0-30
VND02088,2023-Q2,492824,287741,205083,41.61,0-30
VND04785,2023-Q1,383315,317839,65476,17.08,0-30
VND03297,2023-Q2,321402,217380,104022,32.37,31-60
VND03744,2023-Q1,252682,221520,31162,12.33,0-30
VND04034,2023-Q2,333274,229484,103790,31.14,60+
VND01648,2023-Q2,183414,134274,49140,26.79,31-60
VND03407,2023-Q2,399113,178922,220191,55.17,31-60
VND00807,2023-Q1,178457,172496,5961,3.34,31-60
VND02127,2023-Q2,170912,53837,117075,68.5,60+
VND02724,2023-Q2,266984,228282,38702,14.5,60+
VND01297,2023-Q3,360607,34508,326099,90.43,31-60
VND00212,2023-Q2,229525,133051,96474,42.03,0-30
VND03174,2023-Q2,91762,90173,1589,1.73,0-30
VND01078,2023-Q3,374130,189509,184621,49.35,0-30
VND04126,2023-Q3,357930,349030,8900,2.49,31-60
VND02841,2023-Q3,193813,178323,15490,7.99,0-30
VND03953,2023-Q3,147348,69141,78207,53.08,31-60
VND00925,2023-Q2,490179,436519,53660,10.95,0-30
VND04962,2023-Q1,95961,85953,10008,10.43,0-30
VND03702,2023-Q3,138357,136120,2237,1.62,0-30
VND03713,2023-Q3,144004,49778,94226,65.43,0-30
VND02544,2023-Q1,394296,228798,165498,41.97,0-30
VND04087,2023-Q2,363166,334615,28551,7.86,0-30
VND02051,2023-Q1,404992,298950,106042,26.18,0-30
VND04850,2023-Q3,187712,43513,144199,76.82,0-30
VND02805,2023-Q2,277675,228714,48961,17.63,60+
VND02678,2023-Q3,284582,22742,261840,92.01,0-30
