vendor_id,mismatch_rate,filing_delay_frequency,gst_status_score,vendor_risk_score,risk_category
VND03163,0.299,0.307,13,24.24,Low
VND03164,0.298,0.035,6,13.35,Low
VND03165,0.12,0.303,7,16.92,Low
VND03166,0.017,0.138,6,6.21,Low
VND03167,0.016,0.063,7,3.15,Low
VND03168,0.037,0.335,5,14.9,Low
VND03169,0.181,0.273,4,18.2,Low
VND03170,0.271,0.332,19,24.15,Low
VND03171,0.117,0.165,17,11.28,Low
VND03172,0.063,0.302,8,14.58,Low
VND03173,0.079,0.199,18,11.1,Low
VND03174,0.183,0.185,14,14.7,Low
VND03175,0.094,0.207,6,12.05,Low
VND03176,0.126,0.092,14,8.73,Low
VND03177,0.262,0.195,4,18.31,Low
VND03178,0.111,0.162,7,10.93,Low
VND03179,0.211,0.393,0,24.16,Low
VND03180,0.075,0.031,5,4.23,Low
VND03181,0.18,0.318,7,19.93,Low
VND03182,0.231,0.101,10,13.3,Low
VND03183,0.28,0.041,17,12.85,Low
VND03184,0.291,0.332,16,24.93,Low
VND03185,0.21,0.0,20,8.41,Low
VND03186,0.254,0.065,18,12.75,Low
VND03187,0.134,0.353,4,19.46,Low
VND03188,0.286,0.181,2,18.66,Low
VND03189,0.148,0.231,7,15.16,Low
VND03190,0.023,0.247,5,10.78,Low
VND03191,0.267,0.236,9,20.15,Low
VND03192,0.218,0.1,19,12.73,Low
VND03193,0.079,0.177,0,10.23,Low
VND03194,0.167,0.008,1,7.01,Low
VND03195,0.235,0.112,8,13.89,Low
VND03196,0.247,0.198,18,17.79,Low
VND03197,0.008,0.28,16,11.55,Low
VND03198,0.196,0.121,18,12.66,Low
VND03199,0.123,0.338,17,18.41,Low
VND03200,0.037,0.064,17,4.02,Low
VND03201,0.272,0.14,15,16.46,Low
VND03202,0.024,0.239,4,10.53,Low
VND03203,0.003,0.329,17,13.29,Low
VND03204,0.145,0.142,20,11.51,Low
VND03205,0.243,0.339,5,23.31,Low
VND03206,0.112,0.121,2,9.32,Low
VND03207,0.26,0.153,8,16.52,Low
VND03208,0.041,0.012,17,2.1,Low
VND03209,0.087,0.283,6,14.81,Low
VND03210,0.217,0.323,16,21.62,Low
VND03211,0.164,0.17,7,13.34,Low
VND03212,0.255,0.334,19,23.57,Low
VND03213,0.225,0.244,11,18.75,Low
VND03214,0.281,0.317,0,23.93,Low
VND03215,0.223,0.073,17,11.81,Low
VND03216,0.135,0.178,19,12.54,Low
VND03217,0.157,0.046,19,8.11,Low
VND03218,0.186,0.21,14,15.85,Low
VND03219,0.199,0.049,8,9.92,Low
VND03220,0.124,0.313,5,17.49,Low
VND03221,0.094,0.015,11,4.35,Low
VND03222,0.17,0.227,18,15.91,Low
VND03223,0.193,0.371,11,22.56,Low
VND03224,0.112,0.295,5,16.31,Low
VND03225,0.085,0.213,11,11.93,Low
VND03226,0.039,0.238,6,11.06,Low
VND03227,0.143,0.182,0,13.03,Low
VND03228,0.109,0.373,17,19.26,Low
VND03229,0.072,0.107,15,7.16,Low
VND03230,0.139,0.017,17,6.26,Low
VND03231,0.201,0.152,8,14.11,Low
VND03232,0.003,0.355,12,14.33,Low
VND03233,0.276,0.135,0,16.46,Low
VND03234,0.029,0.132,12,6.45,Low
VND03235,0.265,0.192,20,18.28,Low
VND03236,0.267,0.057,0,12.97,Low
VND03237,0.183,0.035,7,8.69,Low
VND03238,0.134,0.065,15,7.95,Low
VND03239,0.018,0.331,4,13.96,Low
VND03240,0.092,0.222,11,12.56,Low
VND03241,0.246,0.303,9,21.96,Low
VND03242,0.14,0.098,17,9.56,Low
VND03243,0.224,0.368,9,23.69,Low
VND03244,0.113,0.013,5,5.04,Low
VND03245,0.297,0.296,20,23.74,Low
VND03246,0.018,0.235,12,10.11,Low
VND03247,0.164,0.157,1,12.85,Low
VND03248,0.176,0.017,18,7.75,Low
VND03249,0.062,0.033,2,3.81,Low
VND03250,0.017,0.001,10,0.7,Low
VND03251,0.159,0.121,0,11.22,Low
VND03252,0.046,0.326,18,14.91,Low
VND03253,0.107,0.077,9,7.38,Low
VND03254,0.251,0.009,0,10.42,Low
VND03255,0.016,0.028,10,1.76,Low
VND03256,0.264,0.062,2,13.03,Low
VND03257,0.043,0.345,0,15.5,Low
VND03258,0.132,0.122,10,10.17,Low
VND03259,0.154,0.208,9,14.48,Low
VND03260,0.126,0.08,1,8.22,Low
VND03261,0.242,0.226,12,18.72,Low
VND03262,0.084,0.185,6,10.78,Low
VND03263,0.294,0.364,4,26.34,Medium
VND03264,0.005,0.289,12,11.77,Low
VND03265,0.022,0.035,2,2.27,Low
VND03266,0.201,0.216,9,16.67,Low
VND03267,0.079,0.355,14,17.38,Low
VND03268,0.176,0.266,2,17.68,Low
VND03269,0.126,0.039,6,6.57,Low
VND03270,0.288,0.111,16,15.97,Low
VND03271,0.137,0.326,4,18.51,Low
VND03272,0.012,0.379,4,15.62,Low
VND03273,0.026,0.304,0,13.18,Low
VND03274,0.209,0.065,17,10.94,Low
VND03275,0.296,0.136,10,17.26,Low
VND03276,0.249,0.051,18,12.01,Low
VND03277,0.293,0.02,1,12.53,Low
VND03278,0.111,0.076,5,7.46,Low
VND03279,0.266,0.393,5,26.36,Medium
VND03280,0.136,0.158,10,11.76,Low
VND03281,0.288,0.127,9,16.58,Low
VND03282,0.03,0.169,10,7.98,Low
VND03283,0.176,0.313,15,19.56,Low
VND03284,0.034,0.023,9,2.26,Low
VND03285,0.1,0.08,9,7.19,Low
VND03286,0.136,0.012,12,5.89,Low
VND03287,0.117,0.138,0,10.21,Low
VND03288,0.061,0.249,5,12.39,Low
VND03289,0.087,0.378,4,18.58,Low
VND03290,0.217,0.163,19,15.19,Low
VND03291,0.247,0.214,15,18.47,Low
VND03292,0.015,0.218,16,9.35,Low
VND03293,0.219,0.133,3,14.08,Low
VND03294,0.293,0.142,9,17.4,Low
VND03295,0.033,0.32,19,14.13,Low
VND03296,0.005,0.165,1,6.8,Low
VND03297,0.148,0.256,4,16.14,Low
VND03298,0.061,0.137,3,7.92,Low
VND03299,0.216,0.132,18,13.92,Low
VND03300,0.278,0.179,17,18.28,Low
VND03301,0.292,0.398,1,27.6,Medium
VND03302,0.278,0.061,4,13.54,Low
VND03303,0.174,0.379,13,22.1,Low
VND03304,0.149,0.195,13,13.76,Low
VND03305,0.038,0.267,19,12.2,Low
VND03306,0.22,0.234,3,18.19,Low
VND03307,0.268,0.203,15,18.86,Low
VND03308,0.137,0.258,11,15.77,Low
VND03309,0.269,0.207,15,19.01,Low
VND03310,0.199,0.057,7,10.26,Low
VND03311,0.245,0.348,15,23.73,Low
VND03312,0.244,0.012,15,10.23,Low
VND03313,0.182,0.284,19,18.64,Low
VND03314,0.279,0.24,2,20.76,Low
VND03315,0.024,0.138,18,6.5,Low
VND03316,0.043,0.211,4,10.13,Low
VND03317,0.213,0.191,6,16.16,Low
VND03318,0.16,0.029,16,7.57,Low
VND03319,0.121,0.243,0,14.57,Low
VND03320,0.231,0.217,16,17.94,Low
VND03321,0.125,0.015,10,5.58,Low
VND03322,0.18,0.338,14,20.72,Low
VND03323,0.2,0.129,12,13.15,Low
VND03324,0.273,0.02,17,11.71,Low
VND03325,0.017,0.231,13,9.93,Low
VND03326,0.017,0.181,20,7.94,Low
VND03327,0.197,0.148,18,13.78,Low
VND03328,0.044,0.164,17,8.32,Low
VND03329,0.285,0.271,0,22.24,Low
VND03330,0.089,0.271,18,14.39,Low
VND03331,0.082,0.262,2,13.74,Low
VND03332,0.083,0.314,16,15.91,Low
VND03333,0.288,0.39,8,27.12,Medium
VND03334,0.041,0.301,20,13.7,Low
VND03335,0.006,0.164,19,6.79,Low
VND03336,0.023,0.125,5,5.94,Low
VND03337,0.217,0.279,13,19.86,Low
VND03338,0.062,0.382,15,17.77,Low
VND03339,0.152,0.381,15,21.31,Low
VND03340,0.233,0.179,10,16.47,Low
VND03341,0.041,0.369,18,16.39,Low
VND03342,0.062,0.074,3,5.41,Low
VND03343,0.244,0.251,5,19.79,Low
VND03344,0.19,0.046,2,9.41,Low
VND03345,0.091,0.019,11,4.42,Low
VND03346,0.059,0.089,18,5.91,Low
VND03347,0.028,0.206,18,9.38,Low
VND03348,0.25,0.005,4,10.22,Low
VND03349,0.064,0.351,1,16.6,Low
VND03350,0.02,0.397,11,16.68,Low
VND03351,0.275,0.315,2,23.62,Low
VND03352,0.177,0.316,5,19.72,Low
VND03353,0.225,0.349,18,22.96,Low
VND03354,0.207,0.243,20,17.99,Low
VND03355,0.036,0.11,4,5.84,Low
VND03356,0.015,0.063,13,3.14,Low
VND03357,0.148,0.09,12,9.51,Low
VND03358,0.072,0.097,6,6.76,Low
VND03359,0.002,0.141,18,5.75,Low
VND03360,0.233,0.395,10,25.12,Medium
VND03361,0.121,0.233,4,14.13,Low
VND03362,0.094,0.069,16,6.53,Low
VND03363,0.141,0.058,6,7.97,Low
VND03364,0.109,0.229,17,13.53,Low
VND03365,0.236,0.062,19,11.93,Low
VND03366,0.245,0.118,5,14.52,Low
VND03367,0.049,0.103,2,6.07,Low
VND03368,0.184,0.102,8,11.47,Low
VND03369,0.285,0.128,15,16.5,Low
VND03370,0.284,0.343,6,25.1,Medium
VND03371,0.196,0.328,15,20.98,Low
VND03372,0.109,0.25,5,14.35,Low
VND03373,0.149,0.01,18,6.34,Low
VND03374,0.196,0.136,9,13.27,Low
VND03375,0.05,0.262,10,12.47,Low
VND03376,0.021,0.339,19,14.4,Low
VND03377,0.265,0.24,2,20.19,Low
VND03378,0.076,0.213,8,11.56,Low
VND03379,0.152,0.113,14,10.59,Low
VND03380,0.136,0.066,4,8.07,Low
VND03381,0.143,0.137,2,11.2,Low
VND03382,0.043,0.114,12,6.28,Low
VND03383,0.047,0.229,16,11.06,Low
VND03384,0.156,0.034,17,7.61,Low
VND03385,0.089,0.236,7,13.01,Low
VND03386,0.046,0.192,4,9.51,Low
VND03387,0.215,0.205,8,16.78,Low
VND03388,0.182,0.065,3,9.86,Low
VND03389,0.269,0.069,17,13.51,Low
VND03390,0.165,0.182,3,13.87,Low
VND03391,0.054,0.266,16,12.78,Low
VND03392,0.165,0.39,11,22.2,Low
VND03393,0.266,0.076,5,13.67,Low
VND03394,0.032,0.257,17,11.55,Low
VND03395,0.145,0.354,7,19.95,Low
VND03396,0.293,0.288,17,23.25,Low
VND03397,0.147,0.111,10,10.3,Low
VND03398,0.242,0.277,14,20.75,Low
VND03399,0.298,0.293,16,23.62,Low
VND03400,0.023,0.168,16,7.63,Low
VND03401,0.111,0.277,11,15.51,Low
VND03402,0.286,0.022,15,12.34,Low
VND03403,0.221,0.033,13,10.12,Low
VND03404,0.034,0.17,6,8.14,Low
VND03405,0.049,0.265,7,12.53,Low
VND03406,0.289,0.009,15,11.94,Low
VND03407,0.288,0.277,10,22.63,Low
VND03408,0.094,0.209,10,12.15,Low
VND03409,0.045,0.301,1,13.83,Low
VND03410,0.214,0.011,0,8.99,Low
VND03411,0.124,0.206,9,13.19,Low
VND03412,0.141,0.17,6,12.45,Low
VND03413,0.085,0.247,10,13.28,Low
VND03414,0.212,0.074,20,11.43,Low
VND03415,0.113,0.105,16,8.72,Low
VND03416,0.254,0.283,8,21.5,Low
VND03417,0.127,0.205,1,13.31,Low
VND03418,0.069,0.066,1,5.42,Low
VND03419,0.098,0.141,16,9.55,Low
VND03420,0.108,0.199,2,12.28,Low
VND03421,0.237,0.086,10,12.92,Low
VND03422,0.141,0.344,0,19.42,Low
VND03423,0.21,0.351,15,22.45,Low
VND03424,0.081,0.372,12,18.08,Low
VND03425,0.288,0.06,5,13.95,Low
VND03426,0.267,0.189,2,18.22,Low
VND03427,0.088,0.096,10,7.34,Low
VND03428,0.242,0.371,20,24.51,Low
VND03429,0.038,0.392,16,17.2,Low
VND03430,0.205,0.081,9,11.45,Low
VND03431,0.273,0.287,11,22.42,Low
VND03432,0.063,0.069,15,5.28,Low
VND03433,0.138,0.266,17,16.15,Low
VND03434,0.218,0.027,18,9.8,Low
VND03435,0.239,0.051,6,11.59,Low
VND03436,0.065,0.086,5,6.05,Low
VND03437,0.224,0.315,4,21.57,Low
VND03438,0.095,0.385,18,19.2,Low
VND03439,0.078,0.228,1,12.24,Low
VND03440,0.054,0.359,19,16.53,Low
VND03441,0.151,0.266,5,16.71,Low
VND03442,0.198,0.09,9,11.5,Low
VND03443,0.05,0.357,12,16.29,Low
VND03444,0.271,0.375,3,25.84,Medium
VND03445,0.114,0.042,18,6.24,Low
VND03446,0.136,0.16,11,11.84,Low
VND03447,0.262,0.043,18,12.2,Low
VND03448,0.211,0.127,13,13.53,Low
VND03449,0.295,0.343,1,25.55,Medium
VND03450,0.144,0.132,8,11.04,Low
VND03451,0.265,0.026,6,11.67,Low
VND03452,0.105,0.175,13,11.19,Low
VND03453,0.033,0.138,3,6.85,Low
VND03454,0.156,0.24,3,15.83,Low
VND03455,0.273,0.114,17,15.47,Low
VND03456,0.065,0.126,0,7.63,Low
VND03457,0.068,0.055,2,4.93,Low
VND03458,0.024,0.335,14,14.36,Low
VND03459,0.257,0.109,2,14.61,Low
VND03460,0.291,0.392,17,27.32,Medium
VND03461,0.118,0.062,18,7.21,Low
VND03462,0.191,0.154,11,13.78,Low
VND03463,0.139,0.363,20,20.11,Low
VND03464,0.026,0.274,15,11.98,Low
VND03465,0.114,0.378,17,19.68,Low
VND03466,0.012,0.301,6,12.53,Low
VND03467,0.218,0.215,0,17.33,Low
VND03468,0.247,0.334,10,23.26,Low
VND03469,0.273,0.397,5,26.83,Medium
VND03470,0.129,0.067,14,7.85,Low
VND03471,0.15,0.131,16,11.22,Low
VND03472,0.245,0.228,2,18.91,Low
VND03473,0.122,0.042,4,6.58,Low
VND03474,0.066,0.19,11,10.23,Low
VND03475,0.07,0.192,19,10.47,Low
VND03476,0.078,0.003,0,3.22,Low
VND03477,0.289,0.147,17,17.44,Low
VND03478,0.141,0.301,13,17.7,Low
VND03479,0.206,0.18,14,15.45,Low
VND03480,0.027,0.052,3,3.15,Low
VND03481,0.031,0.009,9,1.61,Low
VND03482,0.223,0.213,16,17.43,Low
VND03483,0.175,0.368,10,21.7,Low
VND03484,0.107,0.113,15,8.83,Low
VND03485,0.185,0.369,4,22.16,Low
VND03486,0.228,0.044,5,10.87,Low
VND03487,0.072,0.122,6,7.75,Low
VND03488,0.016,0.294,20,12.38,Low
VND03489,0.059,0.124,18,7.3,Low
VND03490,0.095,0.136,11,9.27,Low
VND03491,0.065,0.399,14,18.52,Low
VND03492,0.128,0.258,8,15.46,Low
VND03493,0.084,0.019,18,4.1,Low
VND03494,0.093,0.354,12,17.87,Low
VND03495,0.024,0.335,1,14.38,Low
VND03496,0.008,0.374,8,15.29,Low
VND03497,0.041,0.103,11,5.75,Low
VND03498,0.063,0.328,19,15.64,Low
VND03499,0.011,0.056,1,2.67,Low
VND03500,0.13,0.361,12,19.65,Low
VND03501,0.09,0.099,20,7.55,Low
VND03502,0.18,0.378,10,22.33,Low
VND03503,0.256,0.38,11,25.44,Medium
VND03504,0.051,0.135,15,7.48,Low
VND03505,0.037,0.059,14,3.87,Low
VND03506,0.166,0.2,3,14.67,Low
VND03507,0.034,0.265,14,11.95,Low
VND03508,0.145,0.19,10,13.41,Low
VND03509,0.162,0.164,14,13.03,Low
VND03510,0.109,0.308,7,16.71,Low
VND03511,0.154,0.326,4,19.23,Low
VND03512,0.235,0.118,6,14.13,Low
VND03513,0.078,0.359,12,17.46,Low
VND03514,0.056,0.055,2,4.44,Low
VND03515,0.198,0.382,4,23.16,Low
VND03516,0.036,0.229,19,10.58,Low
VND03517,0.298,0.034,15,13.29,Low
VND03518,0.004,0.11,14,4.56,Low
VND03519,0.221,0.173,14,15.74,Low
VND03520,0.091,0.186,5,11.07,Low
VND03521,0.109,0.207,12,12.65,Low
VND03522,0.231,0.058,3,11.56,Low
VND03523,0.012,0.176,11,7.5,Low
VND03524,0.047,0.339,14,15.44,Low
VND03525,0.133,0.204,17,13.5,Low
VND03526,0.018,0.171,13,7.58,Low
VND03527,0.099,0.21,13,12.35,Low
VND03528,0.243,0.247,13,19.62,Low
VND03529,0.121,0.306,5,17.11,Low
VND03530,0.237,0.034,19,10.85,Low
VND03531,0.193,0.217,2,16.4,Low
VND03532,0.004,0.267,9,10.83,Low
VND03533,0.208,0.304,11,20.47,Low
VND03534,0.27,0.205,6,18.97,Low
VND03535,0.279,0.307,3,23.44,Low
VND03536,0.003,0.376,20,15.16,Low
VND03537,0.101,0.03,12,5.24,Low
VND03538,0.227,0.308,9,21.37,Low
VND03539,0.145,0.191,20,13.43,Low
VND03540,0.101,0.008,8,4.38,Low
VND03541,0.051,0.107,6,6.34,Low
VND03542,0.248,0.314,2,22.45,Low
VND03543,0.272,0.33,11,24.09,Low
VND03544,0.04,0.365,8,16.17,Low
VND03545,0.017,0.245,19,10.46,Low
VND03546,0.295,0.195,15,19.59,Low
VND03547,0.069,0.084,14,6.09,Low
VND03548,0.288,0.361,0,25.98,Medium
VND03549,0.201,0.26,4,18.46,Low
VND03550,0.065,0.126,4,7.68,Low
VND03551,0.043,0.081,14,4.94,Low
VND03552,0.125,0.042,16,6.7,Low
VND03553,0.25,0.097,0,13.9,Low
VND03554,0.126,0.388,11,20.58,Low
VND03555,0.209,0.109,19,12.74,Low
VND03556,0.05,0.131,17,7.26,Low
VND03557,0.136,0.112,20,9.91,Low
VND03558,0.125,0.248,17,14.92,Low
VND03559,0.039,0.198,20,9.51,Low
VND03560,0.176,0.104,2,11.2,Low
VND03561,0.003,0.023,4,1.04,Low
VND03562,0.203,0.091,12,11.77,Low
VND03563,0.041,0.088,3,5.17,Low
VND03564,0.034,0.239,20,10.91,Low
VND03565,0.251,0.195,8,17.85,Low
VND03566,0.08,0.108,3,7.51,Low
VND03567,0.185,0.29,16,18.99,Low
VND03568,0.043,0.085,4,5.13,Low
VND03569,0.139,0.4,12,21.56,Low
VND03570,0.065,0.245,1,12.39,Low
VND03571,0.117,0.355,13,18.9,Low
VND03572,0.246,0.129,12,14.99,Low
VND03573,0.082,0.199,12,11.24,Low
VND03574,0.035,0.334,4,14.76,Low
VND03575,0.065,0.377,1,17.69,Low
VND03576,0.153,0.276,18,17.14,Low
VND03577,0.128,0.253,7,15.25,Low
VND03578,0.219,0.24,13,18.36,Low
VND03579,0.27,0.366,7,25.45,Medium
VND03580,0.056,0.198,14,10.15,Low
VND03581,0.179,0.39,7,22.76,Low
VND03582,0.241,0.361,9,24.09,Low
VND03583,0.024,0.141,1,6.63,Low
VND03584,0.076,0.303,18,15.18,Low
VND03585,0.178,0.018,17,7.84,Low
VND03586,0.053,0.284,13,13.48,Low
VND03587,0.179,0.235,14,16.55,Low
VND03588,0.199,0.321,7,20.78,Low
VND03589,0.107,0.104,12,8.47,Low
VND03590,0.056,0.087,14,5.71,Low
VND03591,0.003,0.214,2,8.67,Low
VND03592,0.088,0.368,15,18.23,Low
VND03593,0.23,0.243,6,18.89,Low
VND03594,0.162,0.167,20,13.17,Low
VND03595,0.275,0.228,20,20.12,Low
VND03596,0.238,0.144,14,15.27,Low
VND03597,0.118,0.392,17,20.4,Low
VND03598,0.114,0.088,7,8.07,Low
VND03599,0.159,0.22,2,15.17,Low
VND03600,0.064,0.088,17,6.07,Low
VND03601,0.2,0.373,8,22.92,Low
VND03602,0.237,0.128,8,14.61,Low
VND03603,0.002,0.351,3,14.11,Low
VND03604,0.278,0.156,5,17.35,Low
VND03605,0.147,0.175,8,12.89,Low
VND03606,0.24,0.15,4,15.62,Low
VND03607,0.225,0.084,18,12.36,Low
VND03608,0.257,0.078,5,13.41,Low
VND03609,0.179,0.122,15,12.01,Low
VND03610,0.001,0.28,12,11.26,Low
VND03611,0.231,0.323,9,22.16,Low
VND03612,0.276,0.123,5,15.98,Low
VND03613,0.286,0.042,3,13.13,Low
VND03614,0.205,0.015,4,8.79,Low
VND03615,0.182,0.296,11,19.13,Low
VND03616,0.196,0.286,20,19.26,Low
VND03617,0.22,0.23,12,18.0,Low
VND03618,0.009,0.204,15,8.51,Low
VND03619,0.244,0.171,14,16.61,Low
VND03620,0.053,0.394,16,17.89,Low
VND03621,0.042,0.142,18,7.34,Low
VND03622,0.216,0.125,3,13.65,Low
VND03623,0.196,0.282,5,19.11,Low
VND03624,0.039,0.399,9,17.51,Low
VND03625,0.177,0.149,19,13.05,Low
VND03626,0.244,0.031,18,10.99,Low
VND03627,0.147,0.234,0,15.22,Low
VND03628,0.134,0.264,15,15.93,Low
VND03629,0.01,0.187,3,7.86,Low
VND03630,0.262,0.218,11,19.22,Low
VND03631,0.066,0.095,13,6.46,Low
VND03632,0.061,0.089,2,5.98,Low
VND03633,0.283,0.131,6,16.56,Low
VND03634,0.089,0.371,20,18.42,Low
VND03635,0.062,0.394,8,18.24,Low
VND03636,0.017,0.372,16,15.55,Low
VND03637,0.048,0.151,15,7.94,Low
VND03638,0.103,0.248,19,14.03,Low
VND03639,0.19,0.283,10,18.92,Low
VND03640,0.255,0.06,20,12.56,Low
VND03641,0.033,0.339,7,14.88,Low
VND03642,0.107,0.186,19,11.72,Low
VND03643,0.198,0.373,7,22.81,Low
VND03644,0.056,0.334,19,15.63,Low
VND03645,0.296,0.052,7,13.94,Low
VND03646,0.251,0.078,17,13.18,Low
VND03647,0.195,0.077,18,10.87,Low
VND03648,0.19,0.35,1,21.6,Low
VND03649,0.075,0.034,0,4.38,Low
VND03650,0.122,0.339,17,18.43,Low
VND03651,0.218,0.157,8,14.99,Low
VND03652,0.057,0.255,18,12.46,Low
VND03653,0.171,0.001,11,6.86,Low
VND03654,0.083,0.004,2,3.47,Low
VND03655,0.249,0.054,9,12.14,Low
VND03656,0.209,0.325,2,21.37,Low
VND03657,0.215,0.297,10,20.47,Low
VND03658,0.056,0.233,19,11.56,Low
VND03659,0.011,0.267,8,11.11,Low
VND03660,0.049,0.398,2,17.89,Low
VND03661,0.18,0.325,13,20.19,Low
VND03662,0.022,0.027,6,1.97,Low
VND03663,0.126,0.378,11,20.18,Low
VND03664,0.286,0.392,2,27.14,Medium
VND03665,0.261,0.107,20,14.73,Low
VND03666,0.124,0.2,7,12.96,Low
VND03667,0.199,0.254,19,18.12,Low
VND03668,0.221,0.119,17,13.6,Low
VND03669,0.103,0.039,5,5.67,Low
VND03670,0.152,0.178,19,13.23,Low
VND03671,0.214,0.063,13,11.07,Low
VND03672,0.192,0.129,0,12.83,Low
VND03673,0.247,0.085,12,13.27,Low
VND03674,0.227,0.052,14,11.16,Low
VND03675,0.242,0.112,19,14.17,Low
VND03676,0.174,0.073,1,9.9,Low
VND03677,0.135,0.055,4,7.6,Low
VND03678,0.161,0.002,17,6.51,Low
VND03679,0.175,0.08,0,10.23,Low
VND03680,0.273,0.208,7,19.27,Low
VND03681,0.03,0.177,7,8.25,Low
VND03682,0.184,0.183,4,14.66,Low
VND03683,0.264,0.235,3,19.96,Low
VND03684,0.087,0.243,4,13.2,Low
VND03685,0.134,0.328,12,18.48,Low
VND03686,0.123,0.161,15,11.38,Low
VND03687,0.053,0.013,5,2.61,Low
VND03688,0.236,0.193,4,17.16,Low
VND03689,0.102,0.309,1,16.44,Low
VND03690,0.26,0.127,8,15.5,Low
VND03691,0.206,0.116,6,12.91,Low
VND03692,0.145,0.214,15,14.39,Low
VND03693,0.255,0.108,8,14.52,Low
VND03694,0.264,0.223,2,19.49,Low
VND03695,0.204,0.348,5,22.09,Low
VND03696,0.082,0.1,10,7.28,Low
VND03697,0.085,0.251,13,13.44,Low
VND03698,0.064,0.127,8,7.66,Low
VND03699,0.292,0.256,17,21.94,Low
VND03700,0.269,0.294,15,22.54,Low
VND03701,0.143,0.132,13,10.98,Low
VND03702,0.064,0.15,0,8.55,Low
VND03703,0.097,0.34,7,17.47,Low
VND03704,0.037,0.343,12,15.2,Low
VND03705,0.117,0.337,7,18.15,Low
VND03706,0.298,0.123,3,16.82,Low
VND03707,0.017,0.056,11,2.93,Low
VND03708,0.039,0.151,16,7.58,Low
VND03709,0.096,0.008,17,4.19,Low
VND03710,0.224,0.048,1,10.9,Low
VND03711,0.296,0.334,8,25.2,Medium
VND03712,0.278,0.318,15,23.82,Low
VND03713,0.157,0.208,18,14.57,Low
VND03714,0.123,0.189,11,12.47,Low
VND03715,0.25,0.233,6,19.33,Low
VND03716,0.248,0.067,14,12.6,Low
VND03717,0.296,0.285,12,23.26,Low
VND03718,0.096,0.005,0,4.04,Low
VND03719,0.164,0.33,15,19.76,Low
VND03720,0.06,0.124,1,7.37,Low
VND03721,0.08,0.283,1,14.52,Low
VND03722,0.198,0.002,14,7.99,Low
VND03723,0.105,0.058,6,6.52,Low
VND03724,0.032,0.383,20,16.62,Low
VND03725,0.238,0.358,13,23.83,Low
VND03726,0.139,0.017,17,6.26,Low
VND03727,0.198,0.25,2,17.94,Low
VND03728,0.06,0.335,18,15.78,Low
VND03729,0.033,0.046,7,3.14,Low
VND03730,0.247,0.18,14,17.08,Low
VND03731,0.049,0.267,13,12.65,Low
VND03732,0.159,0.076,7,9.42,Low
VND03733,0.154,0.189,0,13.73,Low
VND03734,0.049,0.183,19,9.28,Low
VND03735,0.131,0.187,20,12.71,Low
VND03736,0.029,0.174,3,8.12,Low
VND03737,0.298,0.24,13,21.52,Low
VND03738,0.172,0.333,1,20.19,Low
VND03739,0.08,0.105,4,7.4,Low
VND03740,0.03,0.291,5,12.84,Low
VND03741,0.289,0.043,8,13.31,Low
VND03742,0.09,0.367,5,18.28,Low
VND03743,0.107,0.002,1,4.35,Low
VND03744,0.123,0.128,11,10.03,Low
VND03745,0.072,0.233,4,12.21,Low
VND03746,0.214,0.333,3,21.85,Low
VND03747,0.265,0.248,0,20.51,Low
VND03748,0.223,0.362,6,23.4,Low
VND03749,0.081,0.323,13,16.16,Low
VND03750,0.107,0.308,3,16.6,Low
VND03751,0.105,0.01,20,4.62,Low
VND03752,0.152,0.29,12,17.69,Low
VND03753,0.051,0.028,17,3.19,Low
VND03754,0.212,0.377,1,23.54,Low
VND03755,0.18,0.165,7,13.78,Low
VND03756,0.29,0.347,1,25.47,Medium
VND03757,0.3,0.003,13,12.13,Low
VND03758,0.127,0.385,1,20.49,Low
VND03759,0.146,0.136,13,11.27,Low
VND03760,0.292,0.037,4,13.14,Low
VND03761,0.236,0.182,16,16.73,Low
VND03762,0.21,0.307,3,20.68,Low
VND03763,0.049,0.336,4,15.4,Low
VND03764,0.194,0.011,5,8.23,Low
VND03765,0.076,0.046,8,4.9,Low
VND03766,0.208,0.181,1,15.54,Low
VND03767,0.23,0.263,0,19.75,Low
VND03768,0.289,0.119,19,16.33,Low
VND03769,0.203,0.232,13,17.39,Low
VND03770,0.01,0.375,18,15.4,Low
VND03771,0.294,0.344,4,25.54,Medium
VND03772,0.174,0.361,0,21.4,Low
VND03773,0.008,0.231,6,9.58,Low
VND03774,0.073,0.313,1,15.4,Low
VND03775,0.243,0.002,12,9.79,Low
VND03776,0.266,0.109,4,14.98,Low
VND03777,0.233,0.394,16,25.07,Medium
VND03778,0.126,0.133,10,10.35,Low
VND03779,0.073,0.219,6,11.69,Low
VND03780,0.285,0.174,17,18.39,Low
VND03781,0.116,0.205,17,12.83,Low
VND03782,0.062,0.242,19,12.15,Low
VND03783,0.241,0.163,1,16.17,Low
VND03784,0.194,0.211,11,16.18,Low
VND03785,0.255,0.119,2,14.96,Low
VND03786,0.086,0.013,12,3.97,Low
VND03787,0.024,0.215,0,9.54,Low
VND03788,0.207,0.132,12,13.54,Low
VND03789,0.205,0.088,14,11.72,Low
VND03790,0.256,0.154,5,16.39,Low
VND03791,0.115,0.288,15,16.12,Low
VND03792,0.297,0.375,3,26.88,Medium
VND03793,0.015,0.042,7,2.29,Low
VND03794,0.063,0.201,1,10.56,Low
VND03795,0.283,0.227,13,20.42,Low
